,Title,Location,Price,Size,Listing_Type
656,"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR2,000",550 Sq. M.,For Rent
657,"2 Bedroom Apartment For Rent Barr Al Jissah, Muscat","Barr Al Jissah, Muscat",OMR700,115 Sq. M.,For Rent
658,"2 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR425,122 Sq. M.,For Rent
659,"3 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR800,195 Sq. M.,For Rent
660,4 Bedroom Villa For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,400",300 Sq. M.,For Rent
661,"5 Bedroom Villa For Rent in Bosher, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,000",450 Sq. M.,For Rent
662,10 Bedrooms Apartment For Rent Al Khoud Muscat,"Al Khoud, Muscat",OMR111,30 Sq. M.,For Rent
663,"6 Bedroom Villa For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR500,327 Sq. M.,For Rent
664,"7 Bedroom Villa For Rent in Azaiba, Muscat","Azaiba, Muscat","OMR1,800",10 Sq. M.,For Rent
665,"4 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat",OMR650,10 Sq. M.,For Rent
666,2 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat",OMR650,10 Sq. M.,For Rent
667,"1 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR470,80 Sq. M.,For Rent
668,"1 Bedroom Chalet For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat","OMR1,500",250 Sq. M.,For Rent
669,"1 Bedroom Apartment For Rent Mutrah, Muscat","Mutrah, Muscat",OMR140,75 Sq. M.,For Rent
670,3 Bedrooms Apartment For Rent Al Seeb Muscat,"Al Seeb, Muscat",OMR200,95 Sq. M.,For Rent
671,2 Bedroom Apartment For Rent The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat",OMR750,10 Sq. M.,For Rent
672,2 Bedroom Apartment For Rent The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat",OMR750,10 Sq. M.,For Rent
673,"3 Bedroom Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR350,200 Sq. M.,For Rent
674,"2 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR170,100 Sq. M.,For Rent
675,4 Bedrooms Villa For Rent Sohar,"Sohar, Al Batinah",OMR260,"1,000 Sq. M.",For Rent
676,"4 Bedrooms Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR80,"4,500 Sq. M.",For Rent
677,"2 Bedroom Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR350,90 Sq. M.,For Rent
678,3 Bedrooms Apartment For Rent Al Ghubrah Muscat,"Al Ghubrah, Muscat",OMR525,200 Sq. M.,For Rent
679,"2 Bedroom Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR60,"1,500 Sq. M.",For Rent
680,"1 Bedroom Apartment For Rent Taqah, Dhofar","Taqah, Dhofar",OMR58,96 Sq. M.,For Rent
681,"2 Bedroom Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR50,85 Sq. M.,For Rent
682,"6 Bedroom Villa For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR650,444 Sq. M.,For Rent
683,"2 Bedroom Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,200",155 Sq. M.,For Rent
684,3 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,200",185 Sq. M.,For Rent
685,"1 Bedroom Apartment For Rent Al Khoud, Muscat","Ghala, Muscat",OMR220,84 Sq. M.,For Rent
686,"2 Bedroom Apartment For Rent Azaiba, Muscat","Azaiba, Muscat",OMR310,96 Sq. M.,For Rent
687,"1 Bedroom Apartment For Rent in Al Hail, Muscat","Al Hail, Muscat",OMR250,80 Sq. M.,For Rent
688,"2 Bedroom Apartment For Rent Ghala, Muscat","Ghala, Muscat",OMR500,110 Sq. M.,For Rent
689,"2 Bedrooms Apartment For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR250,160 Sq. M.,For Rent
690,"5 Bedroom Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,400",300 Sq. M.,For Rent
691,"2 Bedrooms Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR270,105 Sq. M.,For Rent
692,"2 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR650,109 Sq. M.,For Rent
693,"3 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR400,251 Sq. M.,For Rent
694,2 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR700,109 Sq. M.,For Rent
695,"2 Bedroom Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR500,109 Sq. M.,For Rent
696,"1 Bedroom Apartment For Rent in Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR500,59 Sq. M.,For Rent
697,2 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,150",109 Sq. M.,For Rent
698,"2 Bedrooms Apartment For Rent Qantab, Muscat","Qantab, Muscat",OMR700,109 Sq. M.,For Rent
699,"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR450,63 Sq. M.,For Rent
700,"3 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR700,159 Sq. M.,For Rent
701,"2 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR550,109 Sq. M.,For Rent
702,"3 Bedrooms Apartment For Rent Qantab, Muscat","Qantab, Muscat","OMR1,000",159 Sq. M.,For Rent
703,"4 Bedroom Villa For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat","OMR1,350",689 Sq. M.,For Rent
704,"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR550,59 Sq. M.,For Rent
705,"2 Bedroom Apartment For Rent at The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,250",109 Sq. M.,For Rent
706,"5 Bedrooms Villa For Rent in Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR850,455 Sq. M.,For Rent
707,"2 Bedroom Apartment For Rent Azaiba, Muscat","Al Khuwair, Muscat",OMR350,110 Sq. M.,For Rent
708,"2 Bedroom Apartment For Rent Ghala, Muscat","Ghala, Muscat",OMR400,90 Sq. M.,For Rent
709,"2 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR220,95 Sq. M.,For Rent
710,5 Bedrooms Villa For Rent Al Maabilah Muscat,"Al Maabilah, Muscat",OMR750,385 Sq. M.,For Rent
711,"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR999,550 Sq. M.,For Rent
712,"1 Bedroom Apartment For Rent in Qurum, Muscat","Qurum, Muscat",OMR275,75 Sq. M.,For Rent
713,"3 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,050",350 Sq. M.,For Rent
714,"4 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,200",420 Sq. M.,For Rent
715,"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR700,110 Sq. M.,For Rent
716,"5 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,600",450 Sq. M.,For Rent
717,6 Bedrooms Villa For Rent Qurum Muscat,"Qurum, Muscat","OMR1,800",490 Sq. M.,For Rent
718,"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,699",650 Sq. M.,For Rent
719,"2 Bedrooms Villa For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR100,"1,100 Sq. M.",For Rent
720,"7 Bedrooms Villa For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR700,450 Sq. M.,For Rent
721,3 Bedrooms Villa For Rent Madinat As Sultan Qaboos - Muscat,"Madinat As Sultan Qaboos, Muscat",OMR475,159 Sq. M.,For Rent
722,"2 Bedrooms Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR260,146 Sq. M.,For Rent
723,3 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR950,300 Sq. M.,For Rent
724,2 Bedroom Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR270,101 Sq. M.,For Rent
725,"3 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR850,300 Sq. M.,For Rent
726,"6 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR650,300 Sq. M.,For Rent
727,"1 Bedroom Apartment for Rent in Muscat Hills, Muscat","Al Hail, Muscat",OMR350,191 Sq. M.,For Rent
728,"3 Bedroom Villa For Rent in Bosher, Muscat","Bosher, Muscat",OMR700,300 Sq. M.,For Rent
729,"6 Bedroom Villa For Rent in Al Seeb, Muscat","Bosher, Muscat",OMR600,780 Sq. M.,For Rent
730,"2 Bedroom Villa For Rent in Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR315,300 Sq. M.,For Rent
731,للايجار شقق ديلوكس,"Barka, Al Batinah",OMR200,100 Sq. M.,For Rent
732,4 BHK villa for rent behind kfc alkhoud,"Al Khoud, Muscat",OMR500,300 Sq. M.,For Rent
733,"4 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,199",545 Sq. M.,For Rent
734,"4 Bedroom Villa For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat","OMR1,099",350 Sq. M.,For Rent
735,"3 Bedrooms Chalet For Rent Al Masn'a, Al Batinah","Al Masn'a, Al Batinah",OMR60,600 Sq. M.,For Rent
736,"3 Bedroom Villa For Rent in Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR750,720 Sq. M.,For Rent
737,"2 Bedroom Chalet For Rent in Saham, Al Batinah","Saham, Al Batinah",OMR50,600 Sq. M.,For Rent
738,"6 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,250",499 Sq. M.,For Rent
739,"3 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",300 Sq. M.,For Rent
740,"5 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR850,200 Sq. M.,For Rent
741,"2 Bedroom Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR180,110 Sq. M.,For Rent
742,2 Bedrooms Apartment For Rent Al Wadi Al Kabir Muscat,"Al Wadi Al Kabir, Muscat",OMR220,170 Sq. M.,For Rent
743,"1 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR180,100 Sq. M.,For Rent
744,"3 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR270,150 Sq. M.,For Rent
745,2 Bedrooms Apartment For Rent Al Mawaleh Muscat,"Al Mawaleh, Muscat",OMR170,100 Sq. M.,For Rent
746,3 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR700,123 Sq. M.,For Rent
747,"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR120,110 Sq. M.,For Rent
748,"Residential Land For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR700,"10,000 Sq. M.",For Rent
749,"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,249",145 Sq. M.,For Rent
750,"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,399",508 Sq. M.,For Rent
751,"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,499",849 Sq. M.,For Rent
752,"9 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR2,499",600 Sq. M.,For Rent
753,3 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR799,120 Sq. M.,For Rent
754,"3 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR500,200 Sq. M.,For Rent
755,"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat","OMR1,500",111 Sq. M.,For Rent
756,2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,150",109 Sq. M.,For Rent
757,"4 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR600,300 Sq. M.,For Rent
758,"5 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,400",420 Sq. M.,For Rent
759,"5 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,800",500 Sq. M.,For Rent
760,"6 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR650,300 Sq. M.,For Rent
761,"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR950,300 Sq. M.,For Rent
762,5 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR650,300 Sq. M.,For Rent
763,"2 Bedrooms Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR600,120 Sq. M.,For Rent
764,"2 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR675,180 Sq. M.,For Rent
765,"4 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR650,300 Sq. M.,For Rent
766,4 Bedrooms Villa For Rent Qurum Muscat,"Qurum, Muscat","OMR1,000",235 Sq. M.,For Rent
767,"4 Bedroom Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,199",300 Sq. M.,For Rent
768,4 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,199",165 Sq. M.,For Rent
769,2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,299",115 Sq. M.,For Rent
770,"4 Bedroom Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,199",135 Sq. M.,For Rent
771,"3 Bedrooms Apartment For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR130,131 Sq. M.,For Rent
772,"1 Bedroom Apartment For Rent in Bosher, Muscat","Bosher, Muscat",OMR200,80 Sq. M.,For Rent
773,"4 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,200",300 Sq. M.,For Rent
774,2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR700,120 Sq. M.,For Rent
775,"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,700",500 Sq. M.,For Rent
776,"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR650,300 Sq. M.,For Rent
777,2 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR700,120 Sq. M.,For Rent
778,1 Bedroom Apartment For Rent Muscat - The Wave (Almouj),"The Wave (Almouj), Muscat",OMR500,90 Sq. M.,For Rent
779,"5 Bedroom Villa For Rent Azaiba, Muscat","Azaiba, Muscat","OMR1,250",10 Sq. M.,For Rent
780,"6 Bedroom Villa For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR90,300 Sq. M.,For Rent
781,"2 Bedroom Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR60,"1,200 Sq. M.",For Rent
782,"6 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR650,300 Sq. M.,For Rent
783,"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR900,500 Sq. M.,For Rent
784,"2 Bedroom Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR600,159 Sq. M.,For Rent
785,"4 Bedrooms Villa For Rent Al Hail, Muscat","Al Hail, Muscat",OMR850,380 Sq. M.,For Rent
786,"3 Bedroom Villa For Rent in Bosher, Muscat","Bosher, Muscat",OMR650,350 Sq. M.,For Rent
787,"3 Bedrooms Villa For Rent Al Seeb, Muscat","Al Seeb, Muscat",OMR550,280 Sq. M.,For Rent
788,"7 Bedrooms Villa For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat","OMR1,111",400 Sq. M.,For Rent
789,"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR850,300 Sq. M.,For Rent
790,"3 Bedrooms Villa For Rent Al Hail, Muscat","Al Hail, Muscat",OMR900,700 Sq. M.,For Rent
791,"3 Bedrooms Apartment For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR850,142 Sq. M.,For Rent
792,2 Bedroom Apartment For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR650,119 Sq. M.,For Rent
793,"2 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR550,89 Sq. M.,For Rent
794,"3 Bedrooms Villa For Rent Al Khoud, Muscat","Al Khoud, Muscat",OMR675,259 Sq. M.,For Rent
795,5 Bedrooms Villa For Rent Muscat - Madinat As Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat","OMR1,700",467 Sq. M.,For Rent
796,"2 Bedroom Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,250",109 Sq. M.,For Rent
797,"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR650,59 Sq. M.,For Rent
798,"2 Bedrooms Chalet For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR200,200 Sq. M.,For Rent
799,"4 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,000",400 Sq. M.,For Rent
800,"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,300",450 Sq. M.,For Rent
801,"2 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR525,130 Sq. M.,For Rent
802,8 Bedroom Villa For Rent Muscat - Madinat As Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat","OMR2,500",500 Sq. M.,For Rent
803,"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,400",300 Sq. M.,For Rent
804,"2 Bedroom Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR310,130 Sq. M.,For Rent
805,"3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR800,125 Sq. M.,For Rent
806,"5 Bedrooms Villa For Rent Al Hail, Muscat","Al Hail, Muscat",OMR550,325 Sq. M.,For Rent
807,"3 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR850,300 Sq. M.,For Rent
808,2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR650,110 Sq. M.,For Rent
809,"2 Bedrooms Apartment For Rent Bidbid, Al Dakhiliya","Bidbid, Al Dakhiliya",OMR120,100 Sq. M.,For Rent
810,"4 Bedrooms Villa For Rent Sohar, Al Batinah","Sohar, Al Batinah",OMR350,300 Sq. M.,For Rent
811,"2 Bedrooms Apartment For Rent Al Rustaq, Al Batinah","Al Rustaq, Al Batinah",OMR100,100 Sq. M.,For Rent
812,"3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR800,195 Sq. M.,For Rent
813,"3 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR725,275 Sq. M.,For Rent
814,"3 Bedrooms Apartment For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR130,131 Sq. M.,For Rent
815,2 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,200",165 Sq. M.,For Rent
816,"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,799",426 Sq. M.,For Rent
817,3 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat",OMR799,165 Sq. M.,For Rent
818,2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,199",135 Sq. M.,For Rent
819,"3 Bedrooms Villa For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR600,128 Sq. M.,For Rent
820,"3 Bedroom Apartment For Rent in Qurum, Muscat","Qurum, Muscat",OMR280,125 Sq. M.,For Rent
821,"1 Bedroom Apartment For Rent Bosher, Muscat","Al Ghubrah, Muscat",OMR450,120 Sq. M.,For Rent
822,"5 Bedrooms Villa For Rent Barr Al Jissah, Muscat","Barr Al Jissah, Muscat","OMR1,750",595 Sq. M.,For Rent
823,1 Bedroom Apartment For Rent Muscat (The Wave - Almouj),"The Wave (Almouj), Muscat",OMR500,63 Sq. M.,For Rent
824,"2 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR250,100 Sq. M.,For Rent
825,5 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat","OMR1,199",450 Sq. M.,For Rent
826,"2 Bedrooms Apartment For Rent Azaiba, Muscat","Azaiba, Muscat",OMR230,100 Sq. M.,For Rent
827,3 Bedrooms Apartment For Rent Al Amarat Muscat,"Al Amarat, Muscat",OMR180,120 Sq. M.,For Rent
828,1 Bedroom Apartment For Rent Salalah - Dhofar,"Salalah, Dhofar",OMR50,80 Sq. M.,For Rent
829,"1 Bedroom Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR50,70 Sq. M.,For Rent
830,"2 Bedrooms Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR180,100 Sq. M.,For Rent
831,2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,199",120 Sq. M.,For Rent
832,2 Bedrooms Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR500,125 Sq. M.,For Rent
833,"1 Bedroom Apartment For Rent Sur, Al Sharqiya","Sur, Al Sharqiya",OMR100,24 Sq. M.,For Rent
834,"5 Bedrooms Villa For Rent Barka, Al Batinah","Barka, Al Batinah",OMR350,276 Sq. M.,For Rent
835,"1 Bedroom Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR80,55 Sq. M.,For Rent
836,"2 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR850,200 Sq. M.,For Rent
837,"4 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,800",500 Sq. M.,For Rent
838,4 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR725,235 Sq. M.,For Rent
839,"1 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR500,59 Sq. M.,For Rent
840,"1 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR499,110 Sq. M.,For Rent
841,2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,200",10 Sq. M.,For Rent
842,2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR700,129 Sq. M.,For Rent
843,4 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR650,300 Sq. M.,For Rent
844,"1 Bedroom Apartment For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat",OMR330,63 Sq. M.,For Rent
845,"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR380,109 Sq. M.,For Rent
846,"3 Bedroom Apartment For Rent in Al Khoud, Muscat","Al Khoud, Muscat",OMR220,110 Sq. M.,For Rent
847,2 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,199",158 Sq. M.,For Rent
848,"4 Bedroom Villa For Rent in Bosher, Muscat","Bosher, Muscat",OMR800,300 Sq. M.,For Rent
849,"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,300",500 Sq. M.,For Rent
850,"6 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR200,120 Sq. M.,For Rent
851,"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,100",550 Sq. M.,For Rent
852,"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR200,110 Sq. M.,For Rent
853,"1 Bedroom Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR140,60 Sq. M.,For Rent
854,"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR725,360 Sq. M.,For Rent
855,"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR230,10 Sq. M.,For Rent
856,"2 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR300,175 Sq. M.,For Rent
857,"4 Bedrooms Apartment For Rent Darsait, Muscat","Darsait, Muscat",OMR300,120 Sq. M.,For Rent
858,5 Bedroom Villa For Rent Salalah,"Salalah, Dhofar",OMR60,500 Sq. M.,For Rent
859,"Residential Land For Rent in Qurum, Muscat","Qurum, Muscat",OMR700,400 Sq. M.,For Rent
860,"5 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat",OMR900,400 Sq. M.,For Rent
861,"2 Bedrooms Apartment For Rent Al Khoud, Muscat","Al Khoud, Muscat",OMR200,100 Sq. M.,For Rent
862,"3 Bedrooms Villa For Rent Ruwi, Muscat","Ruwi, Muscat",OMR200,150 Sq. M.,For Rent
863,"3 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,200",299 Sq. M.,For Rent
864,6 Bedrooms Villa For Rent Al Mawaleh Muscat,"Al Mawaleh, Muscat",OMR750,330 Sq. M.,For Rent
865,"2 Bedrooms Apartment For Rent Al Khoud, Muscat","Al Khoud, Muscat",OMR170,88 Sq. M.,For Rent
866,6 Bedrooms Villa For Rent Muscat - Madinat As Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat","OMR1,800",450 Sq. M.,For Rent
867,"1 Bedroom Apartment For Rent in Sur, Al Sharqiya","Sur, Al Sharqiya",OMR50,"11,111 Sq. M.",For Rent
868,"5 Bedroom Villa For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR130,300 Sq. M.,For Rent
869,"2 Bedroom Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR50,130 Sq. M.,For Rent
